Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" Theoretical frameworks: How to do feminist-of-color : Feminist-of-color disability studies is also indebted to work in crip theory. Proposed as an  analogue to queer theory, crip theory takes a radical stance toward disability that attends to the  limitations and exclusions enacted by identity politics (McRuer 2006). Crip theorists shift focus  from a politicsof disability representation to the violent operations enabled through ideologies of  ability, or the implicit and often compulsory favoring of able- bodiedness and able-mindedness.  This attention to ideology proves useful for feminist-of-color disability studies, as work in crip  theory aids in articulating the mutual constitution of ableism, racism, sexism, homophobia, class-  ism, and cissexism and in tracing the raced, gendered, sexual, and classed nature of compulsory  able-bodiedness and able-mindedness. To be clear, while crip theory and feminist disability  studies frequently overlap, and many scholars include themselves in both intellectual endeavors,  they remain distinct, though complementary, political and methodological approaches. Feminist  disability studies has a much longer history and entails a critical approach to gender and  disability. Crip theory provides a newer theoretical lens to ex- amine disability beyond identity  or even embodiment, an approach informed by queer theory that doesn’t necessarily focus on  gender (though it often does). We contend that the methods offered by crip theory can be used  for better racial analysis in disability studies, but that does not mean that all crip theory  effectively engages with race.  ",crip,queer,feminist of color,disability studies,disability,theory,race,analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Theoretical frameworks: How to do feminist-of-color : Building upon both crip theory and feminist and queer-of-color critique, feminist-of-color  disability studies deploys disability studies as a lens that is not object- or identity-oriented,  moving us away from a politics of representation and toward an understanding of (dis)ability as a  social system and dis- ability as a relationship to power that intersects with and is mutually  constituted by race, gender, class, and sexuality. By situating disability within other overlapping  systems of domination, feminist-of-color disability studies also emphasizes coalition, affinity,  and solidarity. The domains identified in the remainder of this article showcase such possible  nodes of affinity, demonstrating the scope and purchase of this framework while envisioning  alternate lines of collectivity.  ",crip,theory,feminist of color,Disability Studies,race,gender,class,sexuality,solidarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : disability studies  Given these theoretical foundations and frameworks, feminist-of-color dis- ability studies centers  different sites of analysis than feminist disability studies has traditionally encompassed. In  “Integrating Disability,” Garland- Thomson (2002) names the central domains of feminist  disability studies as representation, the body, identity, and activism. Building upon both Garland- Thomson’s structure and our discussion above, we propose that the central domains of feminist- of-color disability studies are discourse, state violence, health/care, and activism. In this section,  we explain why these sites of analysis are important for feminist-of-color disability studies and  discuss how this theoretical framework would operate in each domain. We provide brief  illustrative examples of work by feminists of color that engage in the intellectual project of  feminist-of-color disability studies even if that work does not name itself explicitly as disability  studies. We provide these examples to show feminist disability studies and feminist-of-color  theory scholars alike how such work can be understood as critical engagements with race,  gender, and (dis)ability in ways that are productive for both groups and both fields. : ",feminist of color,disability studies,feminist disability studies,state violence,healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Discourse  Discourses of (dis)ability, that is, rhetoric about ability and disability encompassing discussions  of mental/physical fitness, normality and abnormality, and biological superiority, have been used  to create, maintain, and justify racial and gender hierarchies (and the various injustices and  violence that result from such hierarchies) in numerous ways across various historical moments.  Racialist science about black bodyminds being less susceptible to pain, more susceptible to  disease, and inherently in need of white care and control was used to justify black enslavement in  the United States (Boster 2013). Racialized and gendered discourses were also used by  residential boarding schools in regard to Native parents, especially mothers, who were  represented as dangerous transmitters of Native language and culture, which supposedly stunted  the intellectual, physical, and moral development of their children (Adams 1995; Jacobs 2009).  An early founder of such a school, Captain Richard H. Pratt, infamously used the phrase “Kill  the Indian in him, and save the man,” arguing that becoming “civilized” and speaking English  improved health and industriousness (Pratt 1892). In each of these examples discourses of  (dis)ability are fundamental to the operation of racism and sexism. By addressing discourses of  (dis)ability, feminist-of- color disability studies can expose “the ideology of ability in situations  that do not appear immediately to be about disability” (Minich 2014, 98). On a practical level  therefore, this first domain of feminist-of-color disability stud- ies allows us to (1) read these  moments as simultaneous instances of racism, sexism, and ableism; (2) refuse to collapse the  categories of race, gender, and (dis)ability while acknowledging their mutual constitution; (3)  trace and identify how these rhetorics fundamentally shape social norms and practices; and (4)  counter these oppressive discourses in solidarity with multiply marginalized populations.  ",disability,race,gender,medical racism,solidarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Critical race and feminist scholars of the history of science and medicine and contemporary  health, science, and technology studies model ways to read the gendered and racial biases of  these cultural arenas, even when such biases are cloaked in the language of objectivity,  naturalness, or help. Scholarship in these areas reveals how the bodyminds of people of color,  women, and trans, nonbinary, and gender-nonconforming people are pathologized and marked  with discourses of disability even when such individuals are not legally, medically, or socially  recognized as disabled. Feminist-of-color dis- ability studies can bring the knowledge and  insights of disability studies to bear on these scholarly conversations, thereby marking these  fields as intimately connected to disability studies in ways not previously recognized. This  intellectual work is modeled in recent scholarship by Dorothy Roberts on race, gender, and  disability in contemporary reproductive technologies in which she explores the ways such  technologies are marketed as liberatory and progressive while actually perpetuating ableism,  racism, and misogyny (Roberts 2010; Roberts and Jesudason 2013).  ",language,history,critical race theory,feminism,disability,feminist of color,disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : As indicated in the domains section above, discourses of (dis)ability operate beyond/outside of  bodyminds and identity, yet they nonetheless result in striking social, political, and material  consequences for populations whose oppression and exclusion are justified through such  discourses. There are several existing examples of feminist-of-color disability studies scholar-  ship in this area.  ",disability,feminist of color,disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : In Accessible Citizenship, Julie Avril Minich analyzes how discourses of disability and  metaphors of bodily integrity and health are used to frame discussions of nation, citizenship, and  immigration. In the United States, the nation is imagined “as a whole, nondisabled body whose  health must be protected from external pollutants” and internal threats to national well- being  (Minich 2014, 2). These nationalist discourses of (dis)ability shape not only immigration laws,  such as the Chinese Exclusion Act of 1882 and the 1882 Act to Regulate Immigration, but also  the treatment of immigrants, people read as immigrants (that is, people of color, especially those  with English as a second language), and other groups, such as disabled and poor people who are  considered burdens on the financial health of the nation (Stanley et al. 2013, 77). The rhetorical  use of disability and health within immigration debates and policies demonstrates how disability  dis- courses operate beyond disabled bodyminds alone and the need for scholars to grapple with  the entwinement of such discourses with race. Along these lines, Minich argues that “the fact  that the image of the unauthorized immigrant as a danger to the health of the national body  carries such rhetorical force is a direct result of the ideology of ability; it is because bodies  deemed unhealthy or disabled are seen as unsuited for political inclusion that the invocation of a  disease attacking the body politic is so effective at mobilizing anti-immigrant sentiment,” not  only in discussions of the US-Mexico border, the focus of Minich’s work, but also in histories of  immigration policy and in current immigration debates regarding refugees and immigrants from  predominantly Muslim countries as well (Minich 2014, 98).  ",citizenship,disability,immigration,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : In another example, in my own work, I, Jina B. Kim, detail how advocates of freeway expansion  in East Los Angeles used disability discourse and ableist metaphors to justify the freeways’  eventual displacement of mostly low-income people of color, especially Chicana/o people. I  write that “urban planners seized upon the medical language of blight” to represent “racialized  and low-income neighborhoods as diseased sites waiting for excision” from the supposedly  otherwise healthy body of the city (J. Kim 2017, 505). While the freeways were “cast in terms of  physical hyperability” to increase function, mobility, and cohesion for Los Angeles, the  neighbor- hoods and people impacted by the constructed were construed as disabling to the city  body politic (506). This (dis)ability discourse about freeways being enabling and good for the  city in contrast to low-income and racialized neighborhoods being disabling and damaging  allowed for the destruction of many communities, displacement of people, and an increase in  pollution and toxins via construction and freeway traffic in these areas. In this work I highlight  the environmental racism and “violence enacted through ostensibly neutral urban policy” and  critique “the racially uneven consequences of urban redevelopment and disproportionate toxic  load borne by racialized communities” with strong attention to disablement and women of color  (512).  ",disability,abelism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : As these examples show, discourse never remains exclusively in the realm of ideology or  language alone. Instead, discourse justifies and shores up structural power relations, leading to  eventual material impact on marginalized people, such as harsh immigration policies and ill  treatment of immigrants or the displacement of poor and racialized populations into  neighborhoods subjected to increased amounts of environmental toxins. Discourses of dis-  ability, therefore, have real effects on women and people of color’s body- minds regardless of  their disability identity or status, most often through the creation of structural exclusion, neglect,  and other forms of state violence, the second domain of feminist-of-color disability studies.  ",language,immigrants,power,disability,structural,exclusion,state violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : State violence  Due to the disabling impact of state violence, a feminist-of-color disability studies must go  beyond an identity-based approach, which often centralizes the attainment of legal rights, such as  those provided by the 1990 Americans with Disabilities Act (ADA), the United States’ first  comprehensive civil rights law for disabled people. This law is often credited with ushering dis-  ability studies into the academy, and its conceptualization of disability initially shaped scholarly  discussions of disability in favor of an identitarian model of minority difference centering  questions of representation, legibility, and inclusion. Yet as Dean Spade and others have argued,  rights-based platforms implicitly frame the nation-state as a site of protection, effectively erasing  those members of the population who are regularly subject to state violence (Spade 2011). As  such, these platforms tend to primarily benefit the most elite occupants of any given identity  category while prioritizing assimilation into dominant institutions.  ",state violence,disability,feminist of color,disability studies,ADA,disability rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Instead of centering state-sanctioned understandings of disability, feminist-of-color disability  studies would prioritize considerations of state violence attending to the intersection of disability  politics with abolitionist and anticarceral frameworks. State apparatuses—prisons, police,  schools, and welfare systems—rarely support the most precarious classes of people and, in fact,  regularly brutalize those who are poor, undocumented, black, brown, dis- abled, trans, and/or  gender nonconforming. Such apparatuses often operate as themselves instruments of mass  disablement that disproportionately target black and brown populations.  ",disability,feminist of color,disability studies,state violence,abolition,prison,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Since at least the 1970s, the United States has witnessed the expansion of the carceral and  punitive arms of the state alongside the retraction of welfare. The 1950s and 1960s ushered in the  deinstitutionalization of state care, during which unprecedented numbers of disabled people in  state- run psychiatric institutions became reliant on informal or community-based service  networks and further at risk of police abuse.10 In this revised land- scape of state containment  and neglect, disability functions as both a primary rationale for and a target of violence. As  reported in the anthology Disability Incarcerated, “race and disability play a significant role in  incarceration rates . . . more than half of all prison and jail inmates were reported to have a  mental health problem” (Chapman, Carey, and Ben-Moshe 2014, 13). Further, for women, trans,  and gender-nonconforming people of color, “police responses to mental health crises make up a  significant proportion of . . . lethal encounters with police” (Ritchie 2017, 91). Indeed, the  majority of people subjected to police violence are categorized as mentally or physically dis-  abled, as actual or perceived disability has long motivated police violence against people of  color. Such subjects are more likely to be viewed as out of control, deranged, or mentally  unstable, and such traits are more likely to be met with excessive force for racialized subjects  (Schalk 2018, 79–82).  ",prison,deinstitutionalization,disabled people,disability,police violence,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : In addition to foregrounding disability in analyses of the carceral state, a feminist-of-color  disability studies would broaden conversations around state-sanctioned violence beyond the  usual suspects. Cohen argues that feminism, particularly black feminism, prompts us to ask,  “what are the other examples of state violence or state oppression that we need to be paying  attention to? . . . While there is a normative model of who we think about as the victim of state  violence, which is often a heterosexual man in a confrontation with police, we know that state  oppression manifests not only in that model. . . . It happens through the denial of state welfare  assistance, and it happens in the ways we militarize the public schools that primarily black,  Latino, and poor kids attend” (Cohen and Jackson 2016, 776). Building on these claims, a  feminist-of-color disability framework underscores how ideologies of ability shape less visible  processes of state violence such as antiwelfare policy, the school-to-prison pipeline, and  infrastructural neglect.  ",disability,state violence,Black feminism,feminists of color,disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Alongside antiblackness, anti-immigrant sentiment, and misogyny, dis- courses of disability and  disease also gave narrative traction to antiwelfare policies such as the 1996 Personal  Responsibility and Work Opportunity Reconciliation Act (PRWORA). As Sanford F. Schram  observes, PRWORA contributed considerably to the “medicalization” of welfare, as the act  “helped accelerate the tendency to construct welfare dependency as an ill- ness, thereby  transforming welfare reform into a set of therapeutic interventions designed to cure people of a  malady” (2000, 59). Further, the bogey- men of welfare reform—the so-called welfare queen, the  undocumented migrant, and the disabled subject—were collectively imagined as drains on public  resources and therefore disabling to the nation writ large. The welfare queen, for instance,  demonstrates the cooperation of ableist reasoning along- side racialized sexual regulation.  Feminist-of-color disability studies can make evident how this figure becomes legible through  discourses of (dis)ability: she is defined as an incapable mother, a social aberrancy to be  rehabilitated through workfare programs.  ",anti-Black racism,misogyny,disability,ableism,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Turning to the militarization of public schools, critical race disability scholars have observed  how the medical model of disability, combined with zero-tolerance policies, has  disproportionately funneled black and brown students toward special education classrooms and  alternative schools and how both function as precursors to (and outposts of) the prison-industrial  complex (Erevelles 2014; Annamma 2017). In these spaces, Erevelles writes, “definitions of  disability as intransigent pathology are used to justify segregation along the axes of race and  class under the questionable guise of ‘special’ education and rehabilitation” (2014, 93). Here  feminist-of-color disability studies can highlight how both antiwelfare policy and the school- to- prison pipeline instrumentalize the specter of disability in order to with- hold life-sustaining  resources from low-income and racialized communities. Further, in refusing to frame disability  as pathology and challenging the ableist ideals of independence and productivity at the core of  these punitive processes, feminist-of-color disability studies can also refute the collective  ideological operations of ableism, racism, sexism, and classism upon which these processes turn.  ",critical race theory,disability,medical model,disproportinately impacted,prison industrial complex,ableism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Finally, a feminist-of-color disability studies would foreground state- sanctioned slow violence,  such as infrastructural abandonment, that dis- proportionately produces disabling and/or  debilitating conditions for com- munities of color.11 Rob Nixon defines slow violence as that  which “occurs gradually and out of sight . . . an attritional violence that is typically not viewed as  violence at all” (Nixon 2011, 2). This mode of violence is operational in events such as the Flint  water crisis. In Flint, the shifting of the city water source from the treated Detroit Water and  Sewerage Department to the corrosive Flint River—a choice driven by state austerity measures  and emergency management—resulted in widespread lead contamination. The crisis, which  generated a public health state of emergency that continues to this day, demonstrates how  disability is all too often a racialized process and historical event embedded in social, economic,  and environmental inequities.  ",state violence,environmental racism,disability,race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Within the domain of state violence, therefore, feminist-of-color disability studies attends not  only to the direct violence of policing and incarceration but also to the slow violence targeting  racialized populations through processes of state neglect as well as the ways in which health/care  systems then manage the fallout of such processes. Feminist-of-color disability stud- ies can also  highlight the entanglements between state-sanctioned slow vi- olence and systems of state care,  where violence and care often become in- separable. For these reasons, we turn to health/care as  our third domain.  ",state violence,healthcare,policing,prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Domains and sites of analysis: Where to do feminist-of-color : Health/care  While disability rights activists have fought for a reduction of the role of doctors and  medical/health specialists in their lives, feminist and antiracist health activists have historically  had to fight for, first, access to medical care, such as in the black hospital movement and the  women’s clinic movement, and, second, for improved quality of care, that is, health care free  from racial, gendered, sexual, and (dis)ability discrimination.12 As a result, feminist- of-color  disability studies must take a critical and expansive approach to health/care as one of its central  domains. Of course, disability rights activists have long challenged the dehumanizing and ableist  medical treatment of disabled people. Feminist disability studies scholars in particular, especially  those working on chronic pain and mental disability, have been prominent in acknowledging the  need to rethink the rejection of the medical industrial complex, adjusting approaches to the social  model of disability, which was developed primarily by white heterosexual men with permanent,  stable physical disabilities (Wendell 2001; Price 2015).  ",healthcare,disability rights,feminist disability studies,medical industrial complex,social model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
