Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" WORK IN THE INTERSECTIONS:  : Black bodies were assumed to be suited only for work, and not for freedom. From Thomas  Jefferson’s assertion that Blackness inherently barred one from full cognitive citizenship, to the  blossoming of eugenics in the nineteenth and early twentieth centuries that linked race and ability  through scientifically racist theories that denigrated Black intelligence, Blackness has been  consistently linked with lack and subhuman status. In her exhaustively researched work,  Neither  Fugitive, Nor Free: Atlantic Slavery, Freedom Suits, and the legal Culture of travel , Edlie L. Wong  (2009) points out that in the U.S. courtroom, Black people were framed through “Black legal  disabilities,” that barred people of African descent from full citizenship. Race marks Black people  as being inherently disabled, fundamentally other. In this way, race and disability are mutually  constitutive.   ",history,abelism,anti-Black racism,race,disability,citizenship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : In a western frame, Blackness is the antithesis of whiteness, the necessary other that creates the  dichotomized racial caste system. Similarly, disabled and able-bodied function as two oppositional  poles that belie the slippages and realities in between. Black people are afforded the curious task  of being simultaneously hyper-able-bodied and disabled, while at the same time being locked into  ideologies that figure us as both superhumanly strong and pathologically inept. This paradox  persists, locking Black men into narratives of superhuman athletic ability and lowered academic  expectations, and embroiling Black women into stereotypes of indefatigability and sexual  delinquency (Axelsen 1985; Davis 2003). Black boys find themselves disproportionately shuttered  in special education classrooms while simultaneously encouraged to excel at physically demanding  activities like sports. Conversely, Black girls are often reprimanded for not comporting themselves  like their white girl classmates, becoming frequent recipients of in-school suspensions and other  disciplinary punishments for failing to meet standards of white femininity (Ladson Billings 2011).  Black girl bodies are surveilled and judged “too developed,” making them responsible for any  sexual violence they experience (Bailey 2016). These modern effects of centuries- old stereotypes  demand the more political scholarship that Black feminism provides.   ",hyper-ability,disabled,whiteness,Blackness,nondisabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : By the mid-nineteenth century, under the regime of American chattel slavery, Black people’s  desire for freedom was pathologized through a plethora of laws, practices, and social stipulations— all of which were designed to frame Blackness as inherently inferior. In fact, as part of the  propaganda supporting American chattel slavery, the notion that Black people were naturally  intended to be slaves became a mainstay of the pro- slavery argument. Part of that pro-slavery  dogma introduced the idea of drapetomania—making the Black desire for freedom a  psychologically aberrant mental illness. In  Medical apartheid , Harriet Washington (2006) outlined  the various ways in which Black desires for freedom were cur- tailed—either through medical  diagnosis (in the case of drapetomania) or via physical domination—intentionally disabling  enslaved people (through amputation, physical marking, or limb restriction) to prevent escape,  assert dominance, and exert bodily control (36). The specter of disability permeates the Black  scholarship of enslavement and other studies of the Black experience.   ",enslavement,drapetomania,enslaved people,disablement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Much of the Black experience is shaped by an understanding of Black bodies as a productive labor  force, leaving little room for an identity- based approach to disability. Figurations of Blackness as  hyper able and yet fundamentally “crippled” by race have been used to produce Black people as  ineligible or unsound for citizenship. historically, Black people have been valued for their utility,  particularly in a former slave economy. For this reason, the stakes for identifying as disabled, or  acknowledging a compromised relationship to labor and the ability to generate capital, is often not  a viable option for most Black people. Stigma further complicates acknowledging disability, as it  places an already precarious self at further risk of marginalization and vulnerability to state and  medical violence, incarceration, and economic exploitation.   ",productivity,Black experience,economic value,citizenship,disabled,stigma,state violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Ableism and notions of disability are a major component of anti-Black racism. Stereotypes about  Black women’s hypersexual natures were used to justify sexual violence against Black women  (Collins 2005). The idea that Black people are not as smart as white people, and beliefs that Black  people are closer to animals, all incorporate ableist and white supremacist ideas about Black bodies  that help rationalize Black social subservience. Black club women and activists in the early  twentieth century often con- fronted stereotypes that marshalled raced, gendered, and ableist  concepts of Black people and Black women specifically. Their utilization of respectability politics  to refute these stereotypes were an attempt to reframe Black representation in society  (Higginbotham 1992). This impulse to maintain and mimic the power structures’ ideas about  appropriate white societal behavior lingers even today in Black Studies liberatory imaginations  and in popular culture as well.   ",ableism,anti-Black racism,sexualized violence,Black women,white supremacy,respectability politics,stereotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : One of the longstanding critiques of Black Studies is the deeply embedded patriarchy of the field  and its ideas about liberation (Christian 1989). A vision of Black men no longer emasculated and  heads of the household with wives and obedient children dominates many of these liberatory  fantasies. Even cosmologies that attempt to embrace a less Eurocentric model of success and  partnering still often evoke a patriarchal familial dynamic where women are subordinate. What of  disabled Black men who cannot work? Are they failed men because they do not meet the able- bodied expectations of liberation? Are they less masculine if they are queer or are they queered by  not having a valorized form of masculinity? Care is feminized and thus devalued in our culture,  and this ideology is still embedded in some liberatory futures that are imagined in Black Studies.   ",patriarchy,Black,disabled,liberation,Black masculinity,nondisabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WORK IN THE INTERSECTIONS:  : A Black feminist disability framework helps shift this paradigm. Able-bodiedness and having a  job are masculinized; even as Black Studies critiques whiteness it still reinforces ideas about being  a respect- able Black person with an able-bodied heterosexual nuclear family. The critical artistic  work that Leroy Moore is doing to challenge our ideas around Black masculinity should be more  fully embraced by both Disability Studies and Black Studies (Moore 2017). We must recalibrate  our expectations such that Black people are valuable beyond their ability to be productive to the  State.   ,Black feminist disability framework,nondisabled,Black masculinity,whiteness,productivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : When we discuss the vital importance of Black lives mattering in this contemporary moment, as  Disability Studies scholar Akemi Nishida asks, do we also mean the lives of Black disabled people  (Dunhamn et al. 2015)? Can we be as fervent in our desire for justice for Mario Woods, Jeremy  McDole, or Kevin Mathews as we are for Tamir Rice or Michael Brown (Matier and Ross 2016;  Delawareonline  2016; Good 2016)? Do we imagine that those who live with disabilities live less  valuable lives— and if so, how does that seep into our work? Are we prepared to reach toward a  radical liberatory corporeal politics that imagines and makes space for truly free Black bodies of  all abilities?   When All the Disabled Are White  As the 1960s and 1970s mobilized marginalized groups around the structural nature of their  oppressions, so too were disabled people beginning to think through their experiences in society  as connected to a stigmatized social identity. The Civil Rights Act of 1964 would serve as a model  for the Americans with Disabilities Act of 1990 (Garland-Thomson and Bailey 2010). Similarly,  the formation of Black Studies and Women’s Studies departments sowed the seeds for Disability  Studies to be recognized as a field in its own right.   ",Black Lives Matter,Black ,disabled people,liberation,stigma,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : When we analyze the discourse of the popularized history of disability rights, we see white men  with class privilege upset about the ways they have been excluded from mainstream society and  their birth right. The work of disabled people of color in the movement is often obscured (Schweik  2011). Part of the activism of white, privileged men is premised on not being able to access the  full power of their whiteness and masculinity. The 2005 documentary  Murderball  addressed this  point by profiling mostly white men who play wheelchair rugby, otherwise known as “murderball”  due to the violent nature of the sport (Rubin and Shapiro 2005). The white men participants talked  about how the sport gave them access to a masculinity they were often denied because they were  not able-bodied. But one wonders what the perception would have been of predominantly Black  men playing a game called “murderball”? The racial implications of white masculinity go  uninterrogated both in the film and also in scholarship about the film.   ",disability rights,white,privilege,masculinity,racism,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Race never leaves us in this country; it is an ever-present ghoul—a spectral, demonic force. We  invoke the notion of ghouls to drive home the destructive, haunting, and powerful nature of white  supremacy. From colonization to enslavement to lynching, racism as an ideology has served as an  all-encompassing embodiment on which U.S. society is built. Disability, like race, is with us  always. The tropes utilized to distinguish between supposedly superior white bodies and  purportedly inferior bodies of color have relied on corporeal assessments that take the able white  male body as the center and “norm.” Notions of disability inform how theories of race were  formed, and theories of racial embodiment and inferiority (racism) formed the ways in which we  conceptualize disability.   ",race,white supremacy,colonization,enslavement,racism,disability ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : A Black feminist disability framework dislodges the white male body as the central normative  body in Disability Studies, establishing the need to examine how bodies are raced and the ways in  which this intersects with disability, disease, and bodily sovereignty. By moving racially and  gender marginalized people to the center of Disability Studies, new considerations of existing  theoretical perspectives are required. Close dis- cursive readings of Disability Studies theories  reveal an important need for conversations that are grounded in race, gender, and class  simultaneously.   ",Black feminist disability framework,Disability studies,race,gender,class,disability ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : A significant feature of Disability Studies theorizing is the articulation of the social and medical  models of disability. The medical model of dis- ability treats impairment as an individual issue  that must be medically addressed. Something has gone  wrong  when impairment occurs, and there  needs to be individualized medical care to restore the person to proper  health  through corrective  surgeries, prostheses, and other forms of intervention. The social model, however, suggests that it  is actually the way our society is set up that creates disability and inaccessibility. For example, the  use of stairs in architecture to access buildings is a social choice and could be easily replaced with  ramps were it not for the social pressure to maintain systems that benefit able bodies. To paraphrase  an example from attorney and disability activist Stella Young, no amount of staring at a flight of  steps made those steps wheelchair accessible (“Practicing Pride in the Face of Exclusion” 2014).  Similarly, scholars of race have focused on the ways in which society treats and refuses to grant  access to marginalized people of color. Disability, like our ideas about race and gender, are socially  constructed. however, the fact that race, gender, and disability are socially constructed does not  mean they are not real.   ",social model,medical model,Disability Studies,race,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : While the critique of the medical model of disability is not only war- ranted but critical, it is also  important to remember that, for some, talking about having access to the healing therapies offered  by the medical field is part of addressing the medical field’s long disinvestment in Black health.  Disability Studies’ critiques of the medical field manage to understate or entirely ignore the  historically exploitative relationship between Black communities and the medical field. Disability  Studies has consistently produced a critique of the medical model of disability that obfuscates the  particular vulnerability of Black, women, and gender-nonconforming bodies. While certainly the  medical model is a problematic trope, it may signal differently to communities that have tried for  many decades to receive the most elementary care only to be refused. As uncomfortable as it may  make those of us engaged in the Disability Studies field, some communities are actually yearning  for not only care but treatment and cure. Part of corporeal autonomy as a theoretical stance—one  that links both Blackness and disability—is that it allows for people to choose what is best for their  bodies: treatment, cure, or a resistance to medical intervention altogether.   ",medical model,Black health,Black communities,medical industrial complex,Disability Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Lastly, the medical model may be one of the few places where the traumatic injury and stress of  quotidian racism is quantitatively catalogued: an intellectual location where we witness how the  grinding injustices of racism, sexism, misogynoir, homophobia, transphobia, classism—and yes,  ableism—impact Black lives (Bailey 2016). Black people have a vexed, tenuous, and painful  relationship with medicine. Disability studies should consider how to pose nuanced, sophisticated  and culturally responsive frameworks within which to consider the racialized poetics of the  medical model of disability.   ",medical model,racism,ableism,Disability Studies,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Disability justice scholars and activists—largely queer and trans people of color—have pushed  back on the understandings of the social model of disability as well (Berne 2015; Mingus 2011).  They, too, question social structure but point out the internalized ableism of expecting everyone  to participate in society in the same way (Watts and Erevelles 2004). As opposed to demanding  disabled representation and access to mainstream arenas of power, they take the approach of also  valuing crip spaces. They question the speed at which we expect our world to function. These  activists and scholars recognize that equity for queer, trans, and Black people also has been  overwhelmingly about access to adequate medical care. These activists demand adherence to a  social model of disability that requires a complex and nuanced engagement with the medical needs  and realities of some populations.   ",social model,disability justice,crip space,ableism,reresentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Though Disability Studies has disposed of the social model because it simplifies a complex  relationship between people’s impairments and dis- abilities, it is nonetheless useful for our  purposes as we interrogate Black people’s reluctance to identify as disabled. The language of  “impairment” and “disability” helps us distinguish between dominant identifications, as opposed  to facets of bodily realities that impact how Black people may be understanding their experiences  of bodily difference.   ",Disability Studies,social model,Black people,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Disability Studies shares a strong critique of eugenic medicine with Black Studies. A range of  scholars have recently addressed (and problematized) the difficult relationship between medicine  and race, and the social versus medical model of disability. In her piece, “My Most humiliating  Jim Crow Experience: Afro-Modernist Critiques of Eugenics and Medical Segregation,” Jess  Waggoner (2016) confronts the impact of racial segregation on medical treatment that gives rise  to medical justice. The recent work of Leroy Moore (2017), The Harriet Tubman Collective  (2016), Owens, Cooper, and Buttes (2008), and Rana A. Hogarth (2017) all call for close  examinations of how Blackness is taken up and exploited by the field of medicine. The work of  Harriet Washington (2006) and Dorothy Roberts (1997) addresses the misogynoiristic eugenic  legacies of our medical systems without being fully understood or addressed as Disability Studies  scholarship. The late Chris Bell, himself formerly a president of the Society of Disability Studies,  did much in his own work to forge the connections between Black Studies and Disability Studies.  his groundbreaking collection,  Blackness and Disability  (Bell 2011), brought together Black  scholars explicitly doing work at these intersections. While many disability scholars pay homage  to Bell, their citations of his work have not led to the fundamental shift that he desired Disability  Studies to make. Recent scholarship has initiated exciting conversations and assemblages between  Disability Studies and Black Studies. Sami Schalk’s book  Bodyminds Reimagined: (Dis)ability,  Race, and Gender in Black Women’s Speculative Fiction  (2018) drives home the connection  between race, gender, and disability. Schalk’s scholarship is joined by the work of a cadre of  emerging scholars who ground their work in Black feminist methodologies, including Angel Miles  and Michelle Jarman (Miles, Nishida, and Forber-Pratt 2017). Therí A. Pickens was the editor of  a special issue of the  African American Review  (2017), the first entire issue focused on disability  and only the second time that a scholar has endeavored to bring together a broad array of those  working at the inter- section of Black Studies and disability.   BLACK FEMINIST DISABILITY FRAMEWORK IN PRACTICE  Issues of rhetoric and language as they relate to Black vernacular and disability are another site of  interrogation for a Black feminist disability framework. Black people are often singled out and  critiqued for the use of ableist language. A national firestorm erupted when the musical group  Black Eyed Peas released a song initially titled, “Let’s Get Retarded.” The ableist anthem was  quickly swatted down and the lyrics and title were changed to, “Let’s Get It Started” (Bailey 2011).  This swift correction was a missed opportunity to discuss why the word shouldn’t be used, beyond  the hurt it causes certain communities. What often is missing from con- versations that attempt to  address problematic language are the origins and impact of those words in creating and  maintaining a climate of ableism. It is not enough to get people to stop saying certain words if the  underlying ableism remains unchallenged.   ",medical racism,misogynoir,Black Studies,Disability Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Furthermore, like the “n-word,” Black cultural production is often rear- ranging the original  meaning and use of words for specific anti-racist purposes. Black feminists discuss the nuances of  “bitch” as a multivalent word that can signal misogynoir or familiarity, depending on context and  speaker. Nowhere is this conversation more fraught than with the use of the word “crazy.”  Disability scholars and advocates have lamented the ubiquity of the term in modern speech,  identifying crazy as a term that further stigmatizes people with psychiatric disabilities. Across  cultures and generations, people use the word to mean many things, the least of which is a person  with an actual psychiatric disability. For many Black people, the phrase “white people are crazy”  is a common exclamation that expresses the incredulity of racist and other seemingly  unexplainable behavior by white people. Given the violent unprovoked racism that whites enact  towards Blacks, the adage seems not far from true. The unreasonableness of racism further  complicates the murkiness of whether crazy is an apt description for white racist behavior. And  what of the mental anguish of racism? In Toni Morrison’s  Beloved  (1987), Sethe, the protagonist,  is forced to make an impossible choice because of the racist violence she has endured. This act  haunts her life, eventually making her go “crazy.” Is there a way to reclaim crazy, or at least  acknowledge the ways that anti-Black racism is  crazy-making  for both white and Black people  alike? Madness studies—and Black scholars within that field like La Marr Bruce (2012, 2017)— ask us to consider the implications of Black madness in racist systems.   ",misogynoir,ableism,language,sanism,racism,anti-Black racism,madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" WORK IN THE INTERSECTIONS:  : Crazy has also been weaponized against Black women in ways that Black feminists are beginning  to unpack. In a March 30, 2015, webinar about state violence against Black women and girls,  speaker Barbara Arnwine talked about the police killings of Tanisha Anderson and Michelle  Cusseaux, both Black women in the midst of mental health episodes that were used to justify their  deaths. Arnwine aligned the “crazy Black woman” trope with the “rebellious black b[itch]” myth  from slavery, showing the slippery nature of racism and its continued impact on our lives  (#herDreamDeferred 2015). The conversation did not, however, illuminate the ways that Black  people with psychiatric or physical disabilities are disproportionately harmed by police violence  (Perry 2017).   ",madness,language,sanism,Black women,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
