Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" Black Disability: From Hiding to Displaying : As we know, the hiding of disability was mainstream and not only tied to the  Black community, as we saw in former President Franklin Delano Roosevelt.  However, what is different was the birth of institutional disability power, first  with parents of disabled children, and then people with disabilities who began  protesting for their rights. Both groups were composed of members of the  dominant culture who stepped into these newly found positions within the  disability organizations they had created. They were not required or called to  check their privilege when setting up these organizations that should have  created the reshaping of disability identity with a disability culture viewpoint  that benefited everyone. However, because of institutional practices that  shaped early disability organizations, the isms in our society seeped into  these disability institutions which created roadblocks for ""others"" to enjoy the  benefits that came out of these organizations.  ",disability,Black community,privilege,Black community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Black Disability: From Hiding to Displaying : Similar to disability rights, disability culture continues to have trouble reaching  people outside of dominant culture who have little access or resources to  higher education. Even today in secondary education settings disability is  mixed with many factors and practices that disconnects and marginalize  disabled students and their parents. It is mostly segregation, seclusion and  restraints that separate disabled students from other students. How can  disability pride show up in the Black community after segregated, stigmatizing  education systems?  In the past, pride and shame have conflicted in the Black community. On one  side Black culture has been full of pride to fight back from the mainstream  negative messages toward Black people. On the other side, Black pride was  taught that it had to be shown at certain times with certain people  understanding that too much pride can cause discrimination and harm from  dominant culture. Even during the most difficult times in our history, Black  pride has always been a part of the Black community. Even so, the treatment  and viewpoint of disability pride was non-existent. The attitude of the Black  community has grown from cursing disabled people, to hiding, to obtaining  services, to overcoming, to most recently realizing that Black disabled people  have history and have always been in every movement from Reconstruction  to Disability Rights.  ",disability rights,culture,Black community,education,stigma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Black Disability: From Hiding to Displaying : We can see that viewpoints change when people begin organizing with new  thinking. Today, many Black disabled people are taking what the disability  rights/culture movements laid out and mixing it with Black culture and pride to  write, sing and create visual arts that speak to the Black disabled experience.  The National Black Disability Coalition is working to spread Black disabled  culture and history in the Black community and, most importantly, to establish  Black DS, through the work of the Black DS Committee. Black DS will provide  a guide to scholarly institutions of the interest and need for students to include  intellectual skills in the subject matter for future fields of study which translate  to a better understanding of the Black Disabled experience. At the end of the  day it is always about the growth of people.   ",organizing,Black ,disabled people,disability rights,culture,art,Black Disability Studies,National Black Disability Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Lost and Found: The Stories of Blacks with Disabilities Found In the : Community  Shancia Jarrett The concept of disability and its impact on the Black community is vaguely  discussed as a reality within the discipline of disability studies. Within my first  semester of graduate school, I engaged disability solely as a philosophical  and sociological construct derived from the experiences and the theories of  White scholars. These pedagogies ascribed terminological values to disability  based on the individualistic perspectives of White scholars. The designers of  these predominant approaches to disability fail to holistically provide a diverse  approach to engage the multicultural aspects of disability. As a Black woman,  who academically and actively engages disability, I realize that the  predominant theories of disability which disregard the experiences of Blacks  undermine the impact and existence of disability within minority communities.  Disability is a non-discriminatory reality; anyone can acquire a disability. Thus,  theories which deny the non-discriminatory reality of race fail to adequately  represent disability. : ",disability,Black community,pedagogy,Black women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Lost and Found: The Stories of Blacks with Disabilities Found In the : As a result of the omission of people of color from disability studies, I cannot  academically encompass the works of Blacks within classroom settings. The  concrete and present conditions of being Black and disabled fail to withhold  any significant or tangible impact within my studies. For instance, during the  course ""Narratives and Disability,"" none of the personal accounts narrated the  voice and the experiences of the African Diaspora. Within this course, I  pondered whether or not Black disabled authors and scholars existed?  Additionally, I questioned if academia considered the works and experiences  of Blacks were valuable to field of Disability Studies?   Within this reflection, I do not intend to cast blame on the teachings of my  talented pedagogues. Instead, I consider it to be an opportunity to provide  awareness, understanding, and intervention. Ironically, a majority of my  counterparts are truly unaware of what it means to be Black in the United  States of America. Furthermore, when I reflect on disability and the realities of  being Black, it becomes evident that social disparities such as racism and  discrimination impede the union of Blacks into the disabled community. So  often, disability within Black communities becomes concealed under the  blanket of homelessness, substance abuse, violence, and poverty. Hence,  societies and dominant cultures fail to pinpoint markers of disability due to its  covert nature.  ",Black ,pedagogy,disabled,awareness,United States,racism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Lost and Found: The Stories of Blacks with Disabilities Found In the : In my attempt to understand the ramifications of disability within my  community and personal encounters, I considered asking two simple  questions:  1. How do we identify disability?  2. How do we engage the disabled community?   The first question concerning the identification of disability provided me with  the privilege of awareness. Through awareness, I received the opportunity to  witness the life and relationships of disabled Blacks. The privilege of  awareness allowed me to critically examine disability beyond its distinctive  nature of labels and diagnosis. Disability is not only a semantic marker, but  also an undeniable reality of happiness and hardships. In other words,  disability symbolized life. The second question of engagement required me to  not only observe but to also consider the humanity of those who are Black and  disabled. In order to find opportunities of engagement and appease my  curiosity, I committed my efforts to volunteering within community-based and  government agencies which served underrepresented communities. As  advocates and health-care professionals work with people with disabilities,  they must be knowledgeable of the ethnic backgrounds of their clients to fully  serve the disabled population.   ",awareness,disability,Black,disabled,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Lost and Found: The Stories of Blacks with Disabilities Found In the : The second question concerning the engagement of the disabled community  required me to not only observe but to also consider the humanity of those  who are Black and disabled. In order to find opportunities of engagement and  appease my curiosity, I committed my efforts to volunteering within  community-based and government agencies which served underrepresented  communities. While participating in these engagements, I realized that  medical providers and professionals structured their intervention efforts on  approaches which emphasized models of control without acknowledging the  lived experiences, the rights, and the choices of disabled Blacks.  ",disabled,community,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Lost and Found: The Stories of Blacks with Disabilities Found In the : Collectively, these questions promoted my academic research and my efforts  of intervention. Within these opportunities, it was apparent that institutional  frameworks of discrimination derived from racism hindered the acceptance  and the advocacy efforts towards disabled Blacks. Most importantly, the  classroom could not teach me these realities. Outside the classroom and into  the urban communities, I witnessed the accounts of Blacks with disabilities.  Overall, their stories were limited and buffered by neglect. It makes no sense  for us to buffer the engagement of disability by arguing on the philosophical  and sociological nature of disability, if we deny the experiences of people of  color. Why? To ignore is to neglect and to neglect is to deny. Blacks cannot  be ignored, neglected, or denied; we are humans.  ",intervention,discrimination,racism,disabled,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Work/Activist in Progress : Britney Robinson I was unaware of the existence of the disability community prior to taking a  course on disabilities studies during my last undergraduate semester at  Spelman. At the time, what I assumed to be true about people with disabilities  was not complex. Their presence or personal stories were not typical  occurrences for me; so, I ""othered"" individuals with disabilities. Full  understanding of the social prejudice, discrimination and marginalization due  to one having an impairment (whether physical or mental), and my role in that  context, had never been a thought before. : ",disability,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Work/Activist in Progress : So why did I sign up for a disability studies course? What did I hope to gain  from such a class? My purpose in registering was to increase my public health  knowledge (my desired career field) about a group of people whom I saw as  needing health care assistance. Coming to the class as a Black woman taking  a class with a few other Black women, learning about our history or myself,  was not a part of the plan. Discovering a part of my being that I did not know  existed but had shamed and hidden away was not a part of the plan. You see,  the course was not named something conspicuous like ""Black Disabilities  Studies,"" which would have alerted me that Blackness and disability could be  one. The course was called ""Composing Disability, Health and Wellness""  which set off no alarms in me that Blackness was related.  ",disability,Black woman,history,disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Work/Activist in Progress : The class was based on a reading (or piece of media), followed by a seminar- style discussion. For the first two weeks of the course we read literature, then  engaged in class discussions about the medical and social model of  disabilities, what health is, and some implications of being a visibly disabled  person. Afterwards we dove into Black DS literature and narratives which  centered on the intersection between Blackness and disability. Such topics  resonated quickly with me and us as we quickly included gender and sexual  orientation to the intersection (which was natural in an environment such as  ours). We freely expressed our interpretations of and reactions to the use of  disabled, Black bodies as propaganda for the call to the end of slavery. We  held heated conversations (which many times continued as we left the  classroom) expressing our shared outrage of the disregarding of and at times  denial of mental health on our campus even with its call for physical and  dietary health. ""Staring,"" invisible disabilities and accessibility were concepts  we were able to examine from the readings, and then identify with people with  disabilities on and/or relate to our lived experiences. Our lived experiences  came out in the classroom in such a way that would likely not have occurred  in a different setting such as with a majority male audience or at a  predominantly white institution (PWI).   ",pedagogy,Black Disability Studies,disability,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Work/Activist in Progress : A project that stands out for me was an accessibility audit we performed on  our campus. We found that our campus bookstore's elevator was packed near  top to bottom with boxes of books and paraphernalia; the majority of our  dorms possessed only a staircase as an entryway; many campus buildings'  restrooms lacked grab rails. These findings were shocking to us. We  understood that many of the buildings on the campus were historic; however,  we also recognized that some fixes, such as clearing out an elevator or  installing a grab rail, were simple and inexpensive. As a result of the project, I  gained a newfound appreciation of accessible buildings and structures which I  still practice today. A second result of the project was that we prepared some  of our findings to be recommended for resolution.  ",access,campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Work/Activist in Progress : The effect of our BDS course did not end once we left the classroom. On my  end, I ensured that an app being developed for the ""Wellness Revolution""  incorporated mental health support. At least two of the class members  enthusiastically posted (and still post) Facebook statuses where members of  our and other campuses as well as their friends, acquaintances and family  can see, read and optimally relate or identify with the intersection of the Black,  disabled (and LGBT) Community. Another student used her status as the  President of one of our student organizations to support a call for one free,  excused absence in consideration for students with disabilities.  ",Black Disability Studies,intersectionality,Black ,disabled,queer,trans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A Work/Activist in Progress : As a result of the entire Black DS course, my outlook on and recognition of  social and health issues affecting people with disabilities and Black people  with disabilities in particular was sparked and is still in development today. I  work to acknowledge disabilities within the Black community through my  current conversations with my Black peers, to keep Black DS in my thinking  and current graduate school activities (as much as I can as a novice Black  disability ally at a PWI), and to hold myself accountable for ableist behaviors  and patterns I still carry. My understanding and knowledge of Black DS is still  in infancy, yet it will only grow because it is in my face now.  ",Black Disability Studies,Black people,people with disabilities,Black community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Teaching Disability Studies in the Shadow of Black Lives Matter : Protests  Akemi Nishida The brainstorming and writing of this reflection occurred while I was involved  in nation-wide protests that were asserting that ""Black Lives Matter."" Racist  violence debilitates the bodyminds of people of color, particularly Black,  brown, and indigenous bodyminds.: ",Black Lives Matter,racism,violence,bodymind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Teaching Disability Studies in the Shadow of Black Lives Matter :  As I teach disability studies at urban  public universities, I continue to encounter moments when racism, ableism,  and sanism are deeply entangled and seem impossible to separate from one  another. These moments are when I face the countless narratives by students  about how their race played a significant part of them becoming disabled or  being diagnosed with disabilities, or how their life options (e.g., occupation)  are structurally limited at the intersection of race and disability. While I teach  the basics of disability studies, from the social model through the disability  pride discourse of the disability rights movement, these student narratives and  their critical questioning set the pedagogy of the course. They articulate the  pitfall within what is considered to be the  basics  of disability studies,  particularly in relation to its racial neutrality.  ",disability,racism,ableism,sanism,the academy,intersectionality,disability studies,pedagogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Teaching Disability Studies in the Shadow of Black Lives Matter : Disabling effects of racist violence is one of the examples where the Black DS  and many of my students challenge disability studies to pause and seriously  engage in the conjunction of racial violence and disability: including  unnecessarily over or under diagnosis, hypo- and hyper- medicalization of  bodyminds, and on-going police violence. Racism entails direct and  debilitating violence. Or racism is infused with environmental injustices (e.g.,  polluted industrial wastes are dumped into racial minority neighborhood or  nations of the Global South) or armed conflicts that disable many bodyminds  of racial and ethnic minorities. The social model of disability, for example,  needs to be extended out of its racial neutrality position within which  exemplary issues of inaccessible built environments or exclusionary social  norms are analyzed solely in relation to disabilities and stripped off of the  racist, classist, and other influences. Social conditions that debilitate many  people are profoundly racially coded, and disability studies needs to integrate  into its analysis the racial, class-based, and other injustices that shape the  making of disability. When the classroom is overwhelmingly filled with the  testimonies of students (in classes I teach, white students are the minority)  who were ""pushed to"" segregated special education classes throughout their  educational histories and/or who became disabled as a result of neighborhood  gang-related violence, or when activists continue to raise the issue of how  racial environmental injustices and ableism and sanism conjunct (e.g.,  Lakshmi Piepzna-Samarasinha in Sins Invalid, 2013), I am reminded and  frustrated with the disability studies' investment in the ""racial neutrality"" or  more precisely its ignorance and avoidance of critical racial analysis (Bell,  2006). Moreover, while the concept of disability pride has been a key for  community building and the mobilization of people within disability rights  movements, what also needs to be addressed and fought against is racist  violence which causes disability for many people of color.  ",Black Disability Studies,race,disability,police violence,environmental racism,bodymind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Teaching Disability Studies in the Shadow of Black Lives Matter : With the reflection shared here, I do not mean to house racial violence  exclusively in the Black DS sphere, as it is obviously rooted in white  supremacy which is the backbone of this country. Nonetheless, as people  chant fiercely that ""Black Lives Matter,"" the bold leadership which has been  taken by Black DS advocates to integrate disability studies and Black studies  and foreground lives of Black disabled people, needs to be heard and  followed by the larger disability studies as well as integrated and centered  within the disability studies pedagogy.   ",Black Disability Studies,white supremacy,Black Lives Matter,Black,disabled people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Beyond Analogies: Challenges of Teaching Black Disability Studies : Sami Schalk In my recent course ""Disability in Contemporary African American Literature,""  I introduced upper level students, primarily women of color, to disability  studies and to the study of Blackness and disability in literature. I had taught  disability studies courses before, but never one so explicitly focused on race.  In this reflection, I want to share some of the challenges I faced in getting  students to understand the relationship of both Blackness and disability and  racism and ableism. These challenges, I believe, are more likely to occur in  Black DS courses where race is central to the course. : ",disability studies,women of color,race,ableism,Black disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Beyond Analogies: Challenges of Teaching Black Disability Studies : Disability studies scholars have already discussed the problems of and limits  to oppression analogies, that is, comparisons between two marginalized  groups. Often these comparisons reduce the issues of one group in favor of  another, while at other times, analogies deny the existence of individuals  belonging to both oppressed groups. At the same time, we know that  analogies can sometimes be useful to help students understand the  oppression of groups they do not belong to, potentially creating allies. In my  course, analogies were often useful as we discussed how discourses of  disability were used against Black people collectively to enslave them. By  discussing how the rhetoric of mental capacity has been used to deny the  rights and humanity of many groups of people throughout history, my students  were able to make connections between histories of oppression. Analogies  then served me well as I introduced key concepts to my students. I quickly  found, however, that students understood discourses of disability to be  weapons of racism, that is, part of pseudo-science long disproven and safely  kept in the past. As a result, when we moved into discussing books with  contemporary settings, students moved from analogies to conflations and  erasures.  ",oppression,language,disability,disability,racism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Beyond Analogies: Challenges of Teaching Black Disability Studies : When we began to discuss texts such as Audre Lorde's  The Cancer Journals ,  Meri Nana-Ama Danquah's  Willow Weep for Me  and Bebe Moore  Campbell's  72 Hour Hold , students easily comprehended how the intersection  of race and disability made life more difficult for the disabled Black women in  these texts; however, they struggled to understand the relationship of ableism  and racism in these texts at a structural (not merely individual) level—as they  were able to do when we discussed discourses of disability used during the  antebellum period. Instead, students began to resort to phrases such as ""She  was disabled by her race"" or ""Her gender became a social disability.""  Disability quickly lost its social, material and political significance as a  category of oppression and became merely a synonym for ""disadvantage."" I  pushed students to use disability to refer to impairment, identity, discourse or  a social system/social construct, but again and again the same conflating  phrases appeared. Disability as a socially constructed category marginalized  in the contemporary US, quickly became a catch-all for all oppressions. We  are all disabled in some way…  Why did this occur? Of course the easiest answer is the English language.  Disability, impairment, and handicap in both verb and noun forms are each  used in all kinds of ways not related to disability as in disability studies—from  golf to broken down cars on the side of the highway. Another easy answer is  that students are relatively knowledgeable about issues of race and gender— they tend to know at least something about Civil Rights and feminisms—but  disability rights is less familiar; ableism is an unknown term and concept.  While I believe these issues are part of the reason my students have  struggled to discuss race and disability in contemporary settings beyond  explicit representations of intersectionality (Black disabled characters), there  is more going on here. The above two problems are challenges faced by most  of us teaching disability studies courses to students unfamiliar with the field.  The specific challenge I believe that occurs in teaching Black DS is helping  students understand structural racism and ableism as impacting all Black  people, not merely those who are disabled. When I talk to students about lack  of access to healthcare, incarceration, violence, war and other social issues  which disproportionately impact people of color, I try to get them to also see  how structural racism also therefore disproportionately positions people of  color to be(come) disabled. If ableism is the discrimination against people with  disabilities and the valuing and privileging of nondisabled bodies, what do we  make of discourses around Black bodies which use metaphors of disease,  illness, dying, curing, and healing? How are these discourses racist and how  are they also deeply ableist?   The challenge I see in teaching Black DS is to help students understand how  racism and ableism collude in a variety of ways in contemporary society, not  only in the lives of Black disabled people, but also Black people collectively as  discourses of disability continue to be used as means to control and do harm  to racialized populations. I believe the best way to do this is to incorporate  discussions of Black DS into both disability studies and Black/Africana studies  courses. As scholars, activists, instructors and students begin to understand  the various intersections, parallels and overlaps between the experiences of  Black people, the experiences of people with disabilities and the experiences  of Black disabled people, especially in regard to social services,  representation, social attitudes, violence and access to technology, we will be  better equipped to work together toward improving all of our lives. Black  disabled voices must be prioritized in this. And to do this, disability rights  communities must expand to recognize and value the experiences of those  with non-apparent and chronic disabilities such as asthma and diabetes,  which are overrepresented in communities of color. Indeed, as Black DS  grows, I believe it will deeply alter both disability studies and Black/Africana  studies as we know them.  ",race,disability,intersectionality,Black women,disabled people,ableism,disability rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Course Outline: Black Disabled Experience : Black Disability Studies Committee of the National Black Disability Coalition The intent of this course is to provide students with an introduction to the  intersections of race and disability from a critical social justice perspective.  The course is to also provide a guide to scholarly institutions for future fields  of study and professional advancement. : ,intersectionality,race,disability,course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Course Outline: Black Disabled Experience : The course in Black Disabled Experience is to develop critical intellectual  skills in the arts, culture, sociology and history of people from the disabled  Black community in the United States and the African Diaspora.  1. To create a more accurate and complex understanding of Black  people with disabilities and the evolution of Black disabled people in  historical contexts of the United States and the Diaspora, including  the U.S. civil rights movement and disability rights movement, Black  arts/music and Black history.  2. To invite students to reflect on how an appreciation of Black  disability relates to the professional, social and personal aspects of  their lives.   3. To have the opportunity to learn from Black disabled people and  family members.  4. Use the knowledge and skills of Black Disability Studies to effect  social change.  ",course,Black people,disability,history,Black community,Black disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
