Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" First Wave of Media Coverage : The Black boy joy hashtag appears directly in the title of The Grio article and the phrase is used  in the body of the articles in Ebony, Madame Noire, and BCK Online, collectively representing  over half of the first wave of media coverage. Throughout these articles, the emphasis is primarily  on Mack’s emotional response at seeing the Black Panther prosthetic for the first time, rather than  on his “overcoming” disability or on a non-disabled person helping him. This distinction matters,  because readers and viewers are invited to share in Mack’s joy, rather than be inspired or moved  by his mere existence or survival. As the Madame Noir article title asserts “This Young Boy’s  Reaction To Receiving A Black Panther Prosthetic Leg Will Blow You Away.” In other words,  the articles frame the video as something that makes Black people feel good or hopeful in response  to a positive representation of a Black child rather than, as inspiration porn does, use a  representation of the disabled Other to make those with ability privilege feel better about or more  appreciative of their lives. It is important, therefore, in analyzing the use of positive affect in this  wave of coverage, to distinguish between emotional frameworks that perpetuate ableist notions  that disabled people are in need of help or pity and emotional frameworks like Black boy joy which  use positive representations of Black men and boys to resist racist ideologies of Black masculinity.  One cannot conflate the way Black media outlets refer to the video as “heartwarming” and other  similar terminology with the ableist positive affect created by inspiration porn. To do so would  ignore the important cultural context of Black media’s history of racial uplift as a goal and the  contemporary social media use of positive representations of Black people as inspiration for one  another through concepts like Black boy joy and Black girl magic.  ",disability,#BlackBoyJoy,inspiration porn,representation,Black masculinity,Black,media,ableist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" First Wave of Media Coverage : The second central theme of the Black media outlet coverage of the Black Panther prosthetic viral  video is the power of representation. While all of the articles in this wave mention either Black  Panther or Wakanda, the fictional un-colonized African nation in the film (or both), four of the  seven articles, Ebony, Madame Noir, Essence and BCK Online, specifically discuss the  importance and power of this positive representation for Black people. The article in Essence, for  example, states that Black Panther “had a significant impact on young Black people who finally  saw themselves on the big screen as superheroes for the very first time” and concludes with the  assertion that “it’s clear Black Panther will continue to have a positive im- pact on our lives, and  more importantly our young people’s lives, for years to come. #WakandaForever.” Research  shows that media representations can significantly impact self-perceptions and self-esteem among  marginalized groups. In this wave of coverage Black media outlets emphasize that Mack’s joyful  surprise at seeing his Black Panther prosthetic is illustrative of the empowering role media can  have for Black people, especially Black children.  ",Black ,media,representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" First Wave of Media Coverage : As my discussion of these themes suggests, positive affect was used in the first wave of media  coverage of the viral video in a way that is racially affirming and up- lifting, rather than blatantly  ableist. For instance, two articles in this wave use the word “inspiration,” but both use it to refer  to how Purnell drew inspiration from Black Panther to create the artwork for the prosthetic leg.  Similar to the assertions of the power of representation, these uses of inspiration draw directly on  how this powerful, positive representation of Black heroes and heroines can inspire Black people  to view and imagine themselves outside of colonialism and white supremacy. This kind of  inspiration is distinct from that of inspiration porn, which uses disabled people (a marginalized  group) to inspire non-disabled people (a privileged group) to appreciate their lives/bodies or work  harder at achieving their goals. In this case, the articles note the importance of marginalized people  creating representations that inspire and empower people within that same marginalized group. In  Disability Studies, some scholars have similarly questioned blanket rejection of inspiration used  in response to disabled people to consider how inspiration may work within disability  communities.  ",ableism,Black,inspiration porn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" First Wave of Media Coverage : While I contend that the general use of inspiration and positive affect in this wave of media  coverage was not “inspiration porn,” this does not mean that these representations were not ableist  in another, racially specific way. Across this first wave, the Black media outlets emphasized race  and paid little to no attention to disability—the words amputee and disabled (and any variation on  these words) were never used, though the word prosthetic did appear and Mack’s disability was  visually apparent and centered in the viral video itself. Disability was not erased so much as it was  left uncommented upon. Only the article from The Grio draws explicit attention to Mack’s  disability, stating in the final sentence: “We’re not sure what the circumstances are surrounding  Mikey’s situation on how he lost his leg.” This direct reference to Mack’s disability is incredibly  brief, but does gesture to- ward the ableist impulse to know the origins of a person’s disability. Of  course, prior to the WRAL interview, people writing about the video had no additional information  about Mack or his disability to include, so it’s impossible to know if such information would have  been included if it had been available.  ",representation,ableism,inspiration porn,disability,Black,media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" First Wave of Media Coverage : For the first wave of Black media outlet coverage, disability was not the most important or  interesting part of the viral video, even as disability via Mack’s need for a new prosthetic was the  reason for the moment in the video occurring in the first place. Instead, for Black media outlets,  the appeal of the viral video was in Mack’s Black boy joy and in its demonstration of the power  of representation.   Nonetheless, the fact that disability wasn’t explicitly mentioned or engaged in the majority of the  Black media coverage is, I contend, ableist, even if ableist in a different way than inspiration porn.  Inspiration porn overemphasizes disability, but the refusal to recognize disability as a mutually  constitutive aspect of Mack’s identity and lived experience might suggest to viewers and readers  that disability is ultimately something that is shameful or private and thus should not be openly  discussed. ",Black,media,disability,ableism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" First Wave of Media Coverage : To understand this in the context of Blackness, we might consider how there is a cultural norm of  distancing one’s self from disability identity in Black com- munities due to: 1) histories of  disabling racial violence that make disability commonplace in many Black communities and, 2)  histories of justifying of racism via discourses of disability, which position all Black people as  inherent disabled in comparison to whites. This racial context and history is essential to any  interpretation of the lack of explicit engagement with disability in the first wave of black media  coverage. We can identify the ableist ideologies of shame and stigma that may be influencing this  erasure of disability, but those ideologies cannot be separated from the racialized history of  disability and the disabling history of race, especially when discussing representations of Black  disabled people by Black media outlets. This then is why a Critical Race approach to so-called  inspiration porn is so necessary and why I am arguing that the term itself may not be useful in a  Black Disability Studies context.  ",Black communities,disability,anti-Black racism,stigma,race,history,representation,Black Disability Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Second Wave of Media Coverage : The second wave of media coverage with video interview segments from local news outlets  occurred between June 13 and June 18, 2018. It differed greatly from the first wave of coverage  from Black media outlets in that these news stories employed inspiration porn frameworks. By  comparing what the reporters say in the video about Mack and disability versus what Mack  expresses about being disabled, I highlight how inspiration porn functions as a narrative  framework applied to a person or representation that relies on certain ableist narrative mechanisms.  Further, by comparing this wave of media coverage to the previous one, I demonstrate how racial  context influences our understanding of inspiration porn. I contend that, in order to function,  inspiration porn must (over)emphasize disability and ignore or sideline race—something that is  accomplished more easily in regard to white disabled people, whose racialization typically remains  unmarked in the con- temporary United States. In other words, inspiration porn is most successful  when disability becomes the dominant identity within a representation and other identities such as  race are ignored, erased, or suppressed as part of the narrative. : ",inspiration porn,race,white,media,disabled people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Second Wave of Media Coverage : An inspiration porn framework was first employed in this wave of media coverage through its  focus on disability as a challenge to overcome. Three of the four video news stories in the second  wave of coverage, WRAL, WSOC-TV, and WTVD, include information about why and when  Michael Mack, Jr.’s leg was amputated, adhering to the ableist desire to know what happened, a  desire that conceives of disability primarily as loss, tragedy, and trauma, rather than as difference,  gain, or even just a neutral experience. Additionally, the WRAL and Spectrum News segments  both discuss how Mack has been bullied about his prosthetic leg as an example of the challenges  he still faces. Although Mack does admit that some kids who see his prosthetic “get a disgusted  look,” he also insists that now, with the new art- work, he believes other kids will “think it’s really  cool.” Nonplussed about those ableist stares, Mack makes it clear that he doesn’t see his  amputation as an obstacle. In the WRAL interview, when asked about his disability, Mack states  succinctly: “It hasn’t been a challenge at all.” When his mother interrupts to say, “Maybe not for  you, but it’s been a challenge for me,” Mack laughs, unfazed, and agrees: “Yea, it’s been a  challenge for her.” In this moment, it’s clear that Mack does not view himself as having overcome  anything, even as reporters employed inspiration porn frameworks to represent disability as the  dominant, challenging force in his life. Reporters may have employed this approach because of his  age and perceived naivety or because of their own ableist beliefs that life with a disability is  inherently difficult or painful.  ",inspiration porn,disability,ableism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Second Wave of Media Coverage : Inspiration porn would not be “inspirational,” however, if it stopped at representing the disabled  subject as pitiful and tragic. This narrative framework becomes insidious because it presents itself  as positive and uplifting, as celebrating disabled people even as it still perpetuates ableist ideas of  disability as a pitiful tragedy to be overcome through exceptional effort. This turn to inspiration  occurred in the second wave of media coverage. Across all four news segments, Mack was  described by what Silva and Howe in their work on supercrip narratives call “superlative  terminology.” The use of superlative terminology that exceptionalized Mack in this wave of media  coverage relied on low social expectations for what disabled people can do and focused more on  his attitude and presumed overcoming than on the societal and environmental barriers that shape  his experience as a Black disabled boy in a racist, ableist world. For example, in this wave of local  news stories, Mack was referred to as “an amazing young man” who looks and feels like a  superhero, but “needs no suit to be a shining light to others,” as he refuses to let an “amputation  hold him back.”  The language throughout the local news stories positioned Mack as the exception to some ableist  rule that disabled people should be passive, sad, drab, and hidden away at home. Further, the  WSOC-TV and WTVD interviews both claim that Mack hopes to be a “spokesperson” for other  children with amputations and inspire them. Although Mack is never directly quoted using the  words spokesperson or inspire, in the WSOC-TV interview, he does say that it would “be cool to  help out other kids in need with this type of stuff.” While it is unclear if “this type of stuff ” refers  to amputations specifically or disabilities generally, it is notable that Mack says “kids in need.”  Although it is likely that reporters included this quote to attempt to demonstrate Mack’s supposed  desire to be a role model who inspires all disabled/amputee children, it seems just as plausible that  Mack uses “in need” to refer to financial need. After all, in the same interview Mack asserts,  “amputee kids, they can pretty much do anything,” suggesting he doesn’t believe that all other kids  with similar disabilities need his help or inspiration. As a whole, the superlative language that  frames Mack as exceptional, while seemingly positive and uplifting, ultimately relies on additional  oppressive ableist ideologies about disabled people.  ",inspiration porn,representation,disabled people,ableism,supercrip,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Second Wave of Media Coverage : Finally, the media coverage in the second wave employed an inspiration porn framework by  rhetorically positioning Mack as the passive recipient of generosity. In the WRAL interview, Mack  states that his mother encouraged him to get the Black Panther artwork on his prosthetic. This  suggests that, while he was indeed surprised and overjoyed with the final results, as depicted in  the original viral video, the artwork was commissioned, likely paid for, and originally the idea of  mother and son. Nonetheless, the titles of the local news stories all state that Purnell surprised  Mack with the custom prosthetic or refer to Mack as receiving or being given the prosthetic. This  is particularly apparent in the case of WTVD, which featured Mack as an “ABC 11 Together”  story, a segment which “highlights the strength of the human spirit, good deeds, community needs,  and how our viewers can help.”  By putting this story in the “Together” segment, WTVD suggests that either Mack is an example  of the strength of the human spirit (relying on concepts of overcoming) or that Purnell creating  custom artwork is an example of a local good deed. In comparison, the titles from the first wave  of media coverage did not mention Purnell at all and predominantly positioned Mack as active,  stating that his reaction to getting his new prosthetic will “blow you away,” “make your day” and  “melt your heart.” The first wave black media outlet titles focus on Mack and his black boy joy  reaction while the second wave local news outlet titles frame the story as one of a generous,  nondisabled person providing a gift to a disabled child. While both approaches encourage positive  feelings in the audience, the latter approach relies on ableist ideas of disabled people as passive  object of charity.  ",inspiration porn,media,charity,ableism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Second Wave of Media Coverage : Undoubtedly, the general trend in the media coverage of Michael Mack, Jr. and the Black Panther  prosthetic viral video in the second wave of media coverage leans heavily toward an inspiration  porn framework. The coverage in this wave promotes ableist, pity-inspired emotions among its  predominantly white viewers, standing in stark contrast to the first wave in which positive affect  was employed among a predominantly Black audience as a response to Mack’s Black boy joy at  seeing his new prosthetic, a reaction that exemplifies the power of positive representations for  Black people. Notably, The Root, the only Black media outlet to have conducted a story on Mack  in the second wave of coverage, is the only media outlet to explicitly address both Blackness and  disability in the same article. The piece opens with the statement “The cultural significance and  impact of Black Panther will never die” and, quoting from the WRAL interview, includes  information about why and when Mack’s leg was amputated. This coverage of “Mack’s fresh- as- all-hell leg” is the closest there is to an intersectional approach to the story that considers Black  disability as a distinct experience.  ",media,inspiration porn,Black,white,intersectionality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
