Paragraph,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12,Label 13,Label 14,Label 15,Label 16,Label 17,Label 18,Label 19,Label 20,Label 21,Label 22,Label 23,Label 24,Label 25,Label 26,Label 27,Label 28,Label 29,Label 30,Label 31,Label 32,Label 33,Label 34,Label 35,Label 36,Label 7.1,Label 38,Label 39,Label 40,Label 41,Label 42,Label 43,Label 44,Label 45,Label 46,Label 47,Label 48,Label 49,Label 50
" How Disability Issues Relate to the 10 Prison : Disabled and deaf imprisoned people often need to receive accommodations  in their jail or prison under long-standing federal disability rights laws, but  they can rarely get through grievance processes — rendering it literally  impossible to utilize laws that were specifically established to guard against  disability-based discrimination found in every jail and prison across the  nation. Jails and prisons are known for not explaining the grievance process to  disabled people, claiming to not have necessary grievance forms, and  discarding completed grievances. Imprisoned people often cannot afford to  send forms to the necessary offices. All of this only further hamstrings  imprisoned people from gaining access to legal remedies. In addition, the  PLRA requires a showing of “physical injury,” which allows psychological,  emotional and sexual violence in prisons to continue unabated. It has taken  some deaf and disabled people  years  just to exhaust the administrative  remedy process with the support of attorneys. Retribution from prison  officials and staff for filing grievances is common,  adding to the harm  of the  lengthy and more often than not completely inaccessible process.  ",incarcerated people,disabled people,discrimination,disability,Prison Litigation Reform Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Rescinding the PLRA would greatly benefit disabled people.  4. The Truth in Sentencing Act and the Sentencing Reform Act must  be rescinded so that imprisoned humans have a possibility of  rehabilitation and parole. No human shall be sentenced to Death by  Incarceration or serve any sentence without the possibility of  parole.  The front end of the criminal legal system consistently fails to provide  reasonable accommodations and modifications when interacting and working  with deaf and disabled people. That is to say, that law enforcement,  prosecutors, defense attorneys, diversion agencies and the courts create a  system whereby disability is criminalized and disabled people are punished. ",Prison Litigation Reform Act,Sentencing Reform Act,rehabilitation,death in prison,accomodations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Sentences for disabled people are therefore disproportionately longer because  of systemic ableism. Additionally, the longer a person stays in prison, the  more likely they are to develop disabilities. Studies point to  exponential  increases  in the prison aging population. Sentences to  death in prison  (also  called, “life without parole”) are inhumane and must be fought regardless of  age, but in the meantime we can also fight for age and disability to be taken  into consideration determining eligibility for release, especially when evidence  proves that prisons will not provide adequate care and accommodations for  disabled and elder incarcerated populations.  5. An immediate end to the racial overcharging, over-sentencing,  and parole denials of Black and Brown humans. Black humans  shall no longer be denied parole because the victim of the crime  was white, which is a particular problem in Southern states. ",systemic,ableism,disabled people,incarcerated people,death in prison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Disability-, race- and class-based oppressions are now and always have been  inextricably linked. Notably, disabled people are disproportionately  represented within every marginalized community that exists. This is  especially true in communities beset by poverty, violence and deprivation of  other vital and life-enhancing and sustaining resources (food, water, health  and mental healthcare, education, living wages, etc.). An end to race- and  class-based inequities within carceral systems would greatly benefit disabled  people.  6. An immediate end to racist gang enhancement laws targeting  Black and Brown humans.  As argued in relation to the fifth demand above, any decrease in or end to  race- and class-based inequities within carceral systems will  disproportionately benefit disabled people.  7. No imprisoned human shall be denied access to rehabilitation  programs at their place of detention because of their label as a  violent offender.",intersectionality,disabled people,rehabilitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Prior to contact with carceral systems, many people have tried and failed to  access addiction and mental health supports, for example. Due to the lack of  access to services and supports, and adequate legal counsel for people with  various disabilities — especially those who also are negatively racialized and  have no income or a low income — disabled people are disproportionately  among those labeled as “violent offenders.”  Relatedly, in  prisons across the nation , deaf, blind and other disabled people  are punished for not responding to auditory commands or following rules that  were never conveyed to them in an accessible manner. Disabled people often  experience mental and emotional crises from communication deprivation and  other abuse. Additionally, disabled people in jails and prisons are  punished for  behaviors  that are obvious symptoms of their disabilities. Thus, jails and  prisons often have disciplinary records that label disabled people as “violent,”  which merely reflect the state’s illegal disability discrimination. These records  allow jails and prisons to continue to discriminate against disabled people by  locking them in solitary confinement, and further preventing access to  programming — even when programming is mandatory for release. All of this  leads to disabled people  spending more time in prison  than their abled  counterparts.  8. State prisons must be funded specifically to offer more  rehabilitation services. ",mental health supports,addiction,disabled people,violent offender,disproportionately represented,discrimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Disability, trauma, violence and poverty  are all causes and consequences of  each other . Restorative and transformative practices should be implemented  to support the needs of the people that have been harmed, such as the 85  percent of incarcerated women that have experienced sexual violence. The  lack of these community-centered-and-led rehabilitative programs within  prisons actually perpetuates the need to build more prisons. For people  returning to our communities it becomes exponentially more difficult to  assimilate into a society without the proper tools to cope with the acquired  trauma from imprisonment. Incarceration without rehabilitation results in re- incarceration.  9. Pell grants must be reinstated in all US states and territories. ",disability,trauma,sexualized violence,rehabilitation,restorative justice,transformative justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Intelligence is a  manufactured, racist-ableist concept  intended to reinforce  fictitious ideologies around Black and Indigenous inferiority. Its measurement  is an ever-shifting standard measured from whiteness that actively excludes  marginalized communities from accessing information via law, physical  violence, geographical placement and incarceration. A particular kind of  formalized education is almost requisite for access to even the most basic  opportunities in the United States.  ",intelligence,racism,ableism,whiteness,incarceration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Denying access to education while incarcerated or not allowing for financial  aid upon release is an evolution of anti-literacy laws, which denied enslaved  African peoples the right to read and write. A similar arrangement transpires  throughout auxiliary components of the prison system, specifically special  education programs in low-income communities. Students are often denied  education or provided with lower-quality education based on the label of  disability and are thus denied a fundamental human right. Students labeled as  disabled have the highest dropout  rates , are punished the  most , and are  funneled into the prison system at  rates higher  than any other marginalized  group. Once imprisoned, disabled and deaf people who already were deprived  of education in traditional school settings often attempt to enter prison  educational programing just to be told that their scores are too low for them to  enter prison educational programs. This only perpetuates social inequity.  ",denial,education,incarcerated people,disabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : To the detriment of disabled people, education and prison systems alike are  deciding who is worthy of an education. Learning is central to the processes of  growth and rehabilitation. Rather than implementing programs to encourage  education, prison systems have focused on banning books deemed “too  dangerous” or only allowing books from  selected companies  inside of prisons.    Accessible and high-quality education access, funding and programming in  prisons would greatly benefit disabled people.  10. The voting rights of all confined citizens serving prison  sentences, pretrial detainees, and so-called “ex-felons” must be  counted. Representation is demanded. All voices count.",disabled people,education,prison,rehabilitation,ableism,voting rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Disenfranchisement of disabled people and people with criminal convictions  has always been  tied together  — in both law and social practice. For the state,  deprivation of the vote for disabled, imprisoned and formerly imprisoned  people is the ultimate checkmate. The devastating impact of incarceration is  most prevalent in the same communities that experience the most pervasive  voter suppression, including felon disenfranchisement, voter purging, strict ID  requirements, closing down of polling places with little or no notice and  prison  gerrymandering . Voter suppression tactics have always disproportionately  targeted disabled people; whether through guardianship laws,  inaccessible  polling locations  and equipment, or institutionalization. The voting bloc of  currently incarcerated and other institutionalized people ( and re entrants )  could radically transform the landscape of our society for the better. More  importantly, incarceration status should not affect the right to have a say in  the matters directly impacting them.  ",disenfranchisement,disabled people,incarcerated people,voting rights,voter suppression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" How Disability Issues Relate to the 10 Prison : Restoration of voting rights for incarcerated, detained and formerly  incarcerated people increases the disabled voting bloc as well.  ",voting rights,incarcerated people,disabled people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The Time for Solidarity Is Now : Mass incarceration  is  a disability rights issue. :  The failure of disability communities to act in solidarity with racial, economic  and prison justice communities harms all marginalized communities.  Similarly, the failure of non-disability communities to name and address  disability justice issues also harms all marginalized communities. ",incarceration,disability rights,solidarity,justice,disability justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The Time for Solidarity Is Now : This massive undertaking in the name of human and civil rights is being led by  incarcerated people spanning across every demographic (disability included),  in solidarity with people on the outside. Many of the incarcerated people who  are currently engaged in work stoppages, sit-ins, hunger strikes, canteen  boycotts, and other forms of protest will face harsh retribution, including  solitary confinement, deprivation of food, violence, denied visits and calls, the  stripping of privileges and longer sentences. Those on the outside who act in  solidarity risk a great deal less than our incarcerated comrades. Now is the  time to practice disability solidarity. There are four days remaining. It’s time  to assess what we each can do for justice’s sake.  ",human rights,civil rights,incarcerated people,prison strike,solitary confinement,solidarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
